,nombres,edades,generos,ciudades,hijos,mascotas,vehiculos,salario
7875,persona_7875,26,F,Cajica,0,4,2,3986
7876,persona_7876,58,F,Cajica,0,3,1,4313
7877,persona_7877,36,M,Bogotá,3,4,1,2967
7878,persona_7878,25,M,Zipa,2,2,2,1045
7879,persona_7879,50,M,Chía,0,2,1,1674
7880,persona_7880,38,F,Cajica,2,2,0,1873
7881,persona_7881,31,M,Cajica,2,0,0,6275
7882,persona_7882,35,M,Chía,3,0,1,5057
7883,persona_7883,49,F,Chía,0,4,1,1482
7884,persona_7884,53,M,Chía,3,0,0,3905
7885,persona_7885,60,F,Chía,0,3,1,5261
7886,persona_7886,31,M,Cajica,2,5,2,1022
7887,persona_7887,59,F,Chía,2,1,2,2138
7888,persona_7888,65,M,Tenjo,1,1,0,3353
7889,persona_7889,44,M,Bogotá,1,1,0,4907
7890,persona_7890,67,F,Chía,2,5,2,5470
7891,persona_7891,53,F,Zipa,3,4,2,1699
7892,persona_7892,61,M,Chía,2,4,2,2292
7893,persona_7893,62,F,Bogotá,1,5,2,2384
7894,persona_7894,20,F,Bogotá,3,4,2,2902
7895,persona_7895,59,M,Cajica,2,0,1,5610
7896,persona_7896,32,F,Zipa,3,1,0,3018
7897,persona_7897,48,M,Tenjo,2,5,2,1703
7898,persona_7898,50,F,Bogotá,3,5,2,989
7899,persona_7899,55,F,Bogotá,1,0,1,4670
7900,persona_7900,70,M,Zipa,2,1,1,3395
7901,persona_7901,52,F,Cajica,0,0,2,1941
7902,persona_7902,41,F,Zipa,1,5,1,3908
7903,persona_7903,38,M,Chía,3,4,2,2471
7904,persona_7904,70,M,Zipa,0,1,1,3667
7905,persona_7905,53,M,Zipa,3,3,1,2993
7906,persona_7906,51,F,Zipa,2,2,0,1098
7907,persona_7907,21,F,Cajica,2,0,0,3680
7908,persona_7908,44,M,Bogotá,1,4,1,2557
7909,persona_7909,29,F,Cajica,2,0,2,5125
7910,persona_7910,28,F,Bogotá,3,5,1,6156
7911,persona_7911,35,M,Bogotá,0,5,0,4435
7912,persona_7912,68,M,Cajica,2,1,2,5158
7913,persona_7913,41,M,Tenjo,0,2,1,1442
7914,persona_7914,63,M,Cajica,1,3,0,1316
7915,persona_7915,65,M,Chía,0,2,1,6942
7916,persona_7916,55,M,Bogotá,2,2,0,5953
7917,persona_7917,62,M,Tenjo,1,5,1,6279
7918,persona_7918,30,M,Zipa,2,1,0,3383
7919,persona_7919,33,M,Tenjo,0,5,1,1757
7920,persona_7920,52,F,Chía,2,0,0,3495
7921,persona_7921,26,F,Tenjo,0,5,1,6959
7922,persona_7922,58,F,Zipa,2,0,0,2552
7923,persona_7923,60,M,Chía,0,2,1,6474
7924,persona_7924,44,M,Cajica,0,1,0,2281
7925,persona_7925,33,M,Cajica,3,4,2,5626
7926,persona_7926,29,F,Chía,2,2,2,2361
7927,persona_7927,43,M,Cajica,1,1,0,4879
7928,persona_7928,62,M,Cajica,0,5,2,2165
7929,persona_7929,65,M,Tenjo,3,4,0,2281
7930,persona_7930,67,F,Chía,0,0,1,6625
7931,persona_7931,32,F,Bogotá,3,1,0,4193
7932,persona_7932,34,M,Chía,0,2,2,2778
7933,persona_7933,68,M,Cajica,1,1,1,5134
7934,persona_7934,36,F,Bogotá,1,2,1,1097
7935,persona_7935,56,F,Bogotá,2,3,0,3320
7936,persona_7936,24,M,Tenjo,1,1,2,1339
7937,persona_7937,48,F,Zipa,0,0,2,3295
7938,persona_7938,44,M,Cajica,3,5,0,4541
7939,persona_7939,65,F,Bogotá,2,4,0,4622
7940,persona_7940,37,F,Bogotá,0,4,2,5101
7941,persona_7941,48,M,Zipa,3,5,2,6712
7942,persona_7942,22,M,Cajica,1,0,1,1523
7943,persona_7943,64,M,Bogotá,2,1,0,1193
7944,persona_7944,45,F,Cajica,3,1,0,6101
7945,persona_7945,46,M,Chía,1,4,1,5168
7946,persona_7946,53,M,Tenjo,0,1,2,5927
7947,persona_7947,68,M,Chía,3,2,1,3521
7948,persona_7948,38,M,Tenjo,0,5,0,3287
7949,persona_7949,64,M,Tenjo,0,4,1,6706
7950,persona_7950,23,F,Bogotá,2,0,2,2921
7951,persona_7951,66,F,Bogotá,0,1,2,5235
7952,persona_7952,33,F,Chía,0,2,2,2777
7953,persona_7953,37,M,Cajica,1,0,1,5229
7954,persona_7954,54,F,Cajica,0,2,0,1483
7955,persona_7955,30,F,Chía,2,3,1,3044
7956,persona_7956,61,F,Tenjo,1,2,1,1301
7957,persona_7957,53,M,Bogotá,2,5,0,2598
7958,persona_7958,68,M,Tenjo,2,2,0,3630
7959,persona_7959,43,F,Tenjo,3,1,0,1867
7960,persona_7960,37,M,Cajica,3,0,1,5033
7961,persona_7961,36,F,Chía,3,2,2,5762
7962,persona_7962,49,F,Tenjo,3,5,1,2803
7963,persona_7963,54,M,Zipa,0,4,2,1712
7964,persona_7964,67,M,Zipa,2,0,0,2639
7965,persona_7965,38,M,Cajica,1,2,2,5445
7966,persona_7966,66,F,Tenjo,2,0,0,2079
7967,persona_7967,42,F,Zipa,2,0,0,3887
7968,persona_7968,35,F,Cajica,2,0,0,2452
7969,persona_7969,63,M,Chía,0,3,0,1898
7970,persona_7970,31,M,Chía,0,4,0,6981
7971,persona_7971,53,F,Cajica,1,5,0,5512
7972,persona_7972,24,F,Tenjo,2,5,0,2222
7973,persona_7973,36,F,Tenjo,1,2,0,3467
7974,persona_7974,42,F,Zipa,1,4,0,2567
7975,persona_7975,37,F,Zipa,3,0,2,3215
7976,persona_7976,22,F,Zipa,2,4,0,3246
7977,persona_7977,44,F,Tenjo,0,1,0,6276
7978,persona_7978,29,F,Cajica,0,2,2,2677
7979,persona_7979,24,F,Chía,1,4,2,2365
7980,persona_7980,38,F,Tenjo,3,1,2,2428
7981,persona_7981,33,M,Tenjo,0,1,0,3235
7982,persona_7982,30,F,Zipa,2,0,1,3541
7983,persona_7983,34,F,Zipa,0,4,2,3800
7984,persona_7984,55,M,Bogotá,1,3,0,1428
7985,persona_7985,48,F,Bogotá,1,4,2,1096
7986,persona_7986,54,M,Zipa,0,3,0,3876
7987,persona_7987,43,M,Bogotá,2,1,2,2876
7988,persona_7988,62,F,Chía,1,1,1,6317
7989,persona_7989,61,M,Cajica,1,0,2,3850
7990,persona_7990,58,F,Chía,3,2,1,2330
7991,persona_7991,44,M,Cajica,1,2,2,6777
7992,persona_7992,39,F,Chía,2,3,1,2630
7993,persona_7993,69,F,Tenjo,2,0,0,951
7994,persona_7994,25,M,Cajica,0,2,2,4617
7995,persona_7995,68,F,Cajica,0,3,2,3598
7996,persona_7996,49,F,Cajica,3,2,0,2496
7997,persona_7997,58,M,Chía,3,0,0,4217
7998,persona_7998,37,F,Zipa,0,4,2,5842
7999,persona_7999,25,F,Cajica,2,0,0,5143
8000,persona_8000,26,F,Zipa,1,1,2,2445
8001,persona_8001,56,M,Bogotá,0,4,0,3478
8002,persona_8002,52,M,Cajica,1,4,2,2929
8003,persona_8003,27,M,Cajica,0,5,1,3402
8004,persona_8004,38,M,Tenjo,0,5,0,3880
8005,persona_8005,38,M,Bogotá,1,5,0,4240
8006,persona_8006,49,F,Cajica,2,1,2,4898
8007,persona_8007,22,F,Zipa,1,0,2,4993
8008,persona_8008,54,M,Cajica,3,0,1,5230
8009,persona_8009,41,F,Zipa,1,2,0,4200
8010,persona_8010,50,M,Bogotá,1,1,2,2148
8011,persona_8011,58,F,Chía,3,2,2,1814
8012,persona_8012,27,F,Chía,0,0,0,1853
8013,persona_8013,33,M,Zipa,2,2,1,3456
8014,persona_8014,22,M,Cajica,2,5,2,6103
8015,persona_8015,55,F,Tenjo,2,5,1,4729
8016,persona_8016,55,M,Chía,0,1,0,3324
8017,persona_8017,67,F,Bogotá,3,4,0,1135
8018,persona_8018,24,F,Zipa,0,0,0,4465
8019,persona_8019,42,F,Cajica,2,1,0,4419
8020,persona_8020,59,M,Zipa,3,1,0,6523
8021,persona_8021,23,F,Cajica,3,4,2,1216
8022,persona_8022,64,F,Zipa,1,2,0,5320
8023,persona_8023,46,F,Bogotá,1,1,2,5502
8024,persona_8024,46,M,Bogotá,1,3,1,4066
8025,persona_8025,37,M,Bogotá,3,1,0,5388
8026,persona_8026,33,M,Zipa,1,1,1,5414
8027,persona_8027,59,F,Cajica,3,2,0,6537
8028,persona_8028,22,F,Chía,2,2,1,4158
8029,persona_8029,36,F,Zipa,3,5,0,4756
8030,persona_8030,47,M,Tenjo,3,5,1,4925
8031,persona_8031,60,M,Tenjo,1,5,1,4417
8032,persona_8032,56,F,Tenjo,1,3,0,4896
8033,persona_8033,41,F,Cajica,0,2,1,2377
8034,persona_8034,48,M,Chía,1,5,1,2307
8035,persona_8035,39,F,Chía,1,3,1,5039
8036,persona_8036,25,F,Tenjo,3,1,1,1216
8037,persona_8037,20,F,Chía,3,1,0,1218
8038,persona_8038,60,M,Chía,1,1,2,1854
8039,persona_8039,39,F,Bogotá,3,2,2,3832
8040,persona_8040,32,M,Bogotá,3,4,1,6710
8041,persona_8041,61,F,Tenjo,2,3,2,4354
8042,persona_8042,62,M,Chía,2,3,1,3284
8043,persona_8043,51,F,Tenjo,1,3,2,4439
8044,persona_8044,51,F,Zipa,1,2,2,6002
8045,persona_8045,35,M,Bogotá,3,5,2,6400
8046,persona_8046,64,F,Tenjo,1,5,2,3558
8047,persona_8047,20,M,Tenjo,3,5,1,4424
8048,persona_8048,65,F,Zipa,0,2,1,2921
8049,persona_8049,55,M,Zipa,2,4,1,3372
8050,persona_8050,25,M,Cajica,0,1,1,1961
8051,persona_8051,28,F,Cajica,3,5,2,5696
8052,persona_8052,31,F,Tenjo,3,4,0,5117
8053,persona_8053,50,M,Chía,3,3,1,6483
8054,persona_8054,33,F,Chía,0,2,1,1523
8055,persona_8055,28,F,Chía,3,0,1,1081
8056,persona_8056,42,M,Bogotá,0,0,1,2872
8057,persona_8057,32,M,Chía,1,0,0,4771
8058,persona_8058,28,F,Cajica,2,3,0,4235
8059,persona_8059,69,M,Cajica,3,3,0,2235
8060,persona_8060,50,M,Zipa,1,2,1,5291
8061,persona_8061,61,F,Bogotá,0,5,2,6891
8062,persona_8062,52,F,Tenjo,1,2,2,4843
8063,persona_8063,59,M,Tenjo,1,5,1,5506
8064,persona_8064,42,M,Tenjo,1,3,1,1659
8065,persona_8065,22,M,Bogotá,0,3,0,4037
8066,persona_8066,64,F,Cajica,0,3,1,2434
8067,persona_8067,25,F,Tenjo,2,2,2,2949
8068,persona_8068,65,M,Bogotá,2,5,1,2415
8069,persona_8069,25,M,Cajica,2,4,1,1008
8070,persona_8070,57,M,Cajica,1,3,1,2864
8071,persona_8071,38,F,Zipa,3,4,2,3439
8072,persona_8072,35,F,Chía,2,0,0,3613
8073,persona_8073,52,M,Cajica,1,1,2,6448
8074,persona_8074,42,M,Chía,2,1,2,4315
8075,persona_8075,59,F,Cajica,2,5,2,3106
8076,persona_8076,32,M,Zipa,3,4,2,5857
8077,persona_8077,36,M,Chía,2,5,2,5011
8078,persona_8078,31,M,Tenjo,3,1,2,6730
8079,persona_8079,54,M,Tenjo,0,2,2,1568
8080,persona_8080,30,F,Chía,1,1,0,3174
8081,persona_8081,47,F,Cajica,1,3,2,946
8082,persona_8082,20,M,Chía,3,3,1,2437
8083,persona_8083,34,F,Cajica,3,2,2,6231
8084,persona_8084,31,M,Chía,1,2,2,997
8085,persona_8085,45,F,Bogotá,1,1,2,3443
8086,persona_8086,36,F,Bogotá,2,3,2,5608
8087,persona_8087,40,M,Zipa,1,1,2,1727
8088,persona_8088,55,F,Bogotá,2,1,2,6499
8089,persona_8089,50,M,Cajica,3,3,2,5443
8090,persona_8090,62,M,Zipa,2,0,1,1093
8091,persona_8091,48,F,Cajica,2,5,1,5663
8092,persona_8092,64,F,Cajica,2,1,0,1212
8093,persona_8093,27,M,Bogotá,3,3,2,5539
8094,persona_8094,31,M,Chía,1,4,1,3651
8095,persona_8095,22,M,Tenjo,3,0,1,4233
8096,persona_8096,42,F,Bogotá,1,5,2,1098
8097,persona_8097,51,F,Zipa,3,5,0,5259
8098,persona_8098,64,F,Chía,2,5,2,6829
8099,persona_8099,26,F,Cajica,3,3,2,5725
8100,persona_8100,44,F,Tenjo,3,3,1,6775
8101,persona_8101,31,F,Tenjo,1,4,2,1619
8102,persona_8102,23,F,Bogotá,2,5,1,3578
8103,persona_8103,35,F,Chía,3,0,0,6006
8104,persona_8104,21,M,Tenjo,2,3,2,6800
8105,persona_8105,59,M,Bogotá,3,3,2,5440
8106,persona_8106,31,F,Cajica,3,2,1,2829
8107,persona_8107,24,F,Chía,1,1,1,3059
8108,persona_8108,39,M,Zipa,1,4,1,6194
8109,persona_8109,59,M,Zipa,0,4,1,3152
8110,persona_8110,70,M,Cajica,2,2,2,5476
8111,persona_8111,70,F,Tenjo,2,4,0,6107
8112,persona_8112,38,M,Bogotá,3,4,2,5331
8113,persona_8113,43,F,Zipa,1,3,1,2495
8114,persona_8114,39,M,Chía,1,5,2,6023
8115,persona_8115,61,M,Chía,3,5,0,4691
8116,persona_8116,28,F,Tenjo,3,4,0,2316
8117,persona_8117,41,M,Chía,3,3,0,1760
8118,persona_8118,69,F,Bogotá,0,5,0,5256
8119,persona_8119,35,M,Bogotá,2,5,0,5346
8120,persona_8120,64,F,Tenjo,0,0,2,2577
8121,persona_8121,46,M,Cajica,2,2,2,6211
8122,persona_8122,35,F,Chía,1,3,0,4905
8123,persona_8123,34,M,Cajica,3,5,1,2089
8124,persona_8124,70,F,Zipa,3,5,2,2613
8125,persona_8125,42,F,Chía,1,3,1,1622
8126,persona_8126,26,F,Bogotá,0,1,0,6162
8127,persona_8127,68,M,Zipa,0,2,2,3446
8128,persona_8128,29,M,Chía,1,3,0,2508
8129,persona_8129,56,F,Zipa,2,1,0,2406
8130,persona_8130,39,M,Cajica,2,3,2,1220
8131,persona_8131,54,F,Zipa,1,0,1,2163
8132,persona_8132,34,M,Cajica,1,3,1,6695
8133,persona_8133,30,M,Cajica,3,1,0,5746
8134,persona_8134,63,M,Bogotá,2,5,0,2686
8135,persona_8135,57,M,Cajica,2,3,1,4879
8136,persona_8136,35,F,Zipa,3,0,0,1714
8137,persona_8137,54,F,Cajica,0,2,0,5347
8138,persona_8138,48,F,Chía,2,1,0,1556
8139,persona_8139,57,M,Chía,1,1,2,2200
8140,persona_8140,33,F,Tenjo,0,5,0,2027
8141,persona_8141,60,F,Chía,3,1,0,2723
8142,persona_8142,22,M,Tenjo,1,3,2,1269
8143,persona_8143,34,F,Zipa,0,2,0,2743
8144,persona_8144,56,F,Tenjo,3,3,0,1502
8145,persona_8145,68,F,Chía,1,4,1,1524
8146,persona_8146,67,F,Chía,2,0,0,6441
8147,persona_8147,60,M,Chía,2,3,0,6826
8148,persona_8148,27,M,Cajica,2,4,0,4574
8149,persona_8149,70,F,Cajica,3,3,2,2670
8150,persona_8150,70,M,Zipa,2,5,1,2882
8151,persona_8151,51,M,Bogotá,0,2,1,6519
8152,persona_8152,25,M,Chía,0,4,2,4348
8153,persona_8153,27,M,Bogotá,1,1,0,4286
8154,persona_8154,55,F,Cajica,3,1,0,5765
8155,persona_8155,63,F,Zipa,1,0,2,4544
8156,persona_8156,67,M,Cajica,3,1,1,6349
8157,persona_8157,20,F,Chía,2,1,0,6993
8158,persona_8158,35,F,Chía,1,3,2,5026
8159,persona_8159,67,F,Cajica,0,3,0,1029
8160,persona_8160,68,F,Cajica,0,3,2,4298
8161,persona_8161,38,F,Tenjo,0,1,1,987
8162,persona_8162,60,F,Chía,2,4,2,5845
8163,persona_8163,22,M,Bogotá,1,3,0,1531
8164,persona_8164,58,M,Bogotá,1,3,2,6633
8165,persona_8165,27,F,Cajica,0,0,2,1128
8166,persona_8166,49,M,Tenjo,3,3,1,5250
8167,persona_8167,36,F,Tenjo,1,3,1,912
8168,persona_8168,23,M,Zipa,0,2,0,935
8169,persona_8169,69,F,Bogotá,2,0,1,6665
8170,persona_8170,56,F,Cajica,2,1,1,6797
8171,persona_8171,57,F,Chía,1,0,2,6148
8172,persona_8172,41,F,Bogotá,0,0,0,3304
8173,persona_8173,21,F,Chía,2,1,2,3038
8174,persona_8174,52,M,Chía,1,3,0,3398
8175,persona_8175,65,F,Zipa,2,1,1,5346
8176,persona_8176,65,M,Tenjo,2,2,0,4257
8177,persona_8177,23,F,Chía,1,4,2,5014
8178,persona_8178,29,F,Zipa,3,0,1,5428
8179,persona_8179,43,F,Bogotá,3,5,2,2835
8180,persona_8180,32,F,Chía,0,4,2,5018
8181,persona_8181,48,M,Bogotá,1,3,1,5787
8182,persona_8182,50,F,Chía,2,0,1,1340
8183,persona_8183,55,F,Cajica,2,5,0,5612
8184,persona_8184,52,M,Cajica,0,0,1,4288
8185,persona_8185,50,M,Zipa,2,1,2,5491
8186,persona_8186,55,F,Bogotá,0,0,2,6112
8187,persona_8187,49,M,Chía,1,2,0,2139
8188,persona_8188,41,M,Chía,0,2,2,5222
8189,persona_8189,34,M,Bogotá,3,2,2,3138
8190,persona_8190,55,M,Cajica,2,3,2,2093
8191,persona_8191,30,F,Zipa,3,0,0,2143
8192,persona_8192,61,M,Chía,3,0,0,2503
8193,persona_8193,68,M,Bogotá,0,0,0,5933
8194,persona_8194,41,F,Zipa,3,3,1,2164
8195,persona_8195,59,M,Tenjo,2,5,1,5942
8196,persona_8196,40,F,Cajica,2,2,1,3189
8197,persona_8197,66,F,Tenjo,2,2,2,6303
8198,persona_8198,39,F,Bogotá,1,3,1,6969
8199,persona_8199,57,F,Chía,3,0,1,4996
8200,persona_8200,65,M,Cajica,0,1,1,6071
8201,persona_8201,25,F,Bogotá,0,4,0,1300
8202,persona_8202,67,M,Zipa,1,2,2,6523
8203,persona_8203,40,M,Bogotá,3,5,0,1233
8204,persona_8204,39,F,Zipa,0,2,0,2898
8205,persona_8205,21,M,Bogotá,0,3,0,6826
8206,persona_8206,30,F,Chía,1,1,1,6823
8207,persona_8207,40,F,Chía,1,1,2,6696
8208,persona_8208,66,M,Zipa,2,2,0,4275
8209,persona_8209,31,F,Tenjo,3,5,0,3350
8210,persona_8210,55,M,Chía,3,3,0,5185
8211,persona_8211,56,M,Chía,1,2,0,5337
8212,persona_8212,26,M,Chía,2,1,2,4407
8213,persona_8213,57,M,Cajica,3,2,2,5772
8214,persona_8214,60,M,Bogotá,3,3,2,2236
8215,persona_8215,24,F,Tenjo,3,0,2,6896
8216,persona_8216,57,F,Cajica,0,5,0,4954
8217,persona_8217,62,F,Cajica,1,2,0,2447
8218,persona_8218,34,F,Tenjo,0,4,2,6819
8219,persona_8219,57,M,Tenjo,1,4,0,3429
8220,persona_8220,49,M,Tenjo,0,3,0,4221
8221,persona_8221,32,M,Chía,3,3,1,6726
8222,persona_8222,26,M,Chía,2,1,0,6086
8223,persona_8223,31,M,Bogotá,2,4,0,4973
8224,persona_8224,53,M,Chía,2,5,2,6131
8225,persona_8225,48,M,Bogotá,2,3,0,3994
8226,persona_8226,55,F,Cajica,1,4,2,3736
8227,persona_8227,50,F,Cajica,1,5,2,4972
8228,persona_8228,37,M,Bogotá,2,2,2,3639
8229,persona_8229,27,F,Tenjo,1,5,2,4228
8230,persona_8230,66,F,Zipa,1,3,1,2631
8231,persona_8231,36,M,Zipa,0,4,0,903
8232,persona_8232,45,M,Zipa,1,1,0,5742
8233,persona_8233,41,M,Tenjo,0,0,1,1929
8234,persona_8234,65,M,Tenjo,1,4,1,3560
8235,persona_8235,62,M,Tenjo,2,3,2,4207
8236,persona_8236,32,M,Zipa,2,4,2,1604
8237,persona_8237,43,M,Zipa,2,2,1,1925
8238,persona_8238,37,F,Tenjo,1,5,0,2469
8239,persona_8239,61,F,Cajica,2,3,2,5610
8240,persona_8240,42,M,Zipa,1,3,2,3888
8241,persona_8241,58,M,Bogotá,0,4,1,2067
8242,persona_8242,44,F,Chía,3,0,1,3913
8243,persona_8243,59,F,Chía,3,2,0,965
8244,persona_8244,22,M,Chía,0,1,0,4871
8245,persona_8245,66,F,Zipa,2,2,2,5418
8246,persona_8246,27,M,Cajica,2,4,2,4086
8247,persona_8247,62,M,Cajica,1,5,2,2869
8248,persona_8248,61,M,Tenjo,0,4,0,2566
8249,persona_8249,47,F,Zipa,2,2,0,1815
8250,persona_8250,60,F,Tenjo,2,4,0,4282
8251,persona_8251,26,F,Chía,1,2,0,5269
8252,persona_8252,40,F,Cajica,3,3,1,5944
8253,persona_8253,29,M,Chía,2,4,1,6359
8254,persona_8254,28,F,Zipa,1,0,1,3996
8255,persona_8255,43,M,Tenjo,0,3,1,4096
8256,persona_8256,43,M,Chía,3,5,2,1699
8257,persona_8257,65,M,Bogotá,3,0,1,4570
8258,persona_8258,65,F,Chía,0,2,2,3174
8259,persona_8259,66,F,Tenjo,2,1,2,4456
8260,persona_8260,57,M,Tenjo,3,4,2,5141
8261,persona_8261,32,M,Tenjo,1,5,0,6501
8262,persona_8262,52,F,Zipa,0,4,2,2266
8263,persona_8263,33,M,Cajica,1,1,0,2722
8264,persona_8264,49,M,Zipa,2,4,0,2373
8265,persona_8265,59,F,Tenjo,3,3,0,3042
8266,persona_8266,55,M,Tenjo,2,4,0,2194
8267,persona_8267,62,F,Zipa,3,3,0,4727
8268,persona_8268,28,F,Chía,3,3,0,3992
8269,persona_8269,57,M,Bogotá,3,5,0,3290
8270,persona_8270,64,M,Tenjo,2,4,1,5684
8271,persona_8271,33,M,Zipa,3,2,2,6451
8272,persona_8272,45,M,Tenjo,1,4,0,6481
8273,persona_8273,28,M,Zipa,1,4,0,3374
8274,persona_8274,31,M,Zipa,3,4,2,3432
8275,persona_8275,35,M,Zipa,0,4,0,3179
8276,persona_8276,44,M,Bogotá,1,2,0,6550
8277,persona_8277,68,M,Chía,1,2,0,1487
8278,persona_8278,39,M,Chía,1,2,0,5022
8279,persona_8279,39,F,Chía,2,5,2,1047
8280,persona_8280,46,M,Cajica,2,1,2,6269
8281,persona_8281,38,F,Chía,0,3,0,4951
8282,persona_8282,34,F,Bogotá,3,2,1,4393
8283,persona_8283,55,F,Zipa,2,1,2,4948
8284,persona_8284,20,M,Chía,2,1,2,2199
8285,persona_8285,36,F,Chía,1,0,2,4214
8286,persona_8286,29,M,Cajica,3,3,0,2470
8287,persona_8287,35,M,Zipa,2,5,2,4942
8288,persona_8288,25,F,Tenjo,0,4,0,6910
8289,persona_8289,24,M,Chía,2,5,1,3631
8290,persona_8290,51,M,Chía,1,5,1,6190
8291,persona_8291,67,F,Cajica,2,0,0,3994
8292,persona_8292,31,M,Tenjo,2,4,2,4027
8293,persona_8293,27,F,Zipa,1,4,2,6860
8294,persona_8294,39,M,Chía,2,2,2,5603
8295,persona_8295,20,M,Bogotá,2,2,2,6857
8296,persona_8296,64,M,Tenjo,1,1,2,3485
8297,persona_8297,56,M,Chía,2,4,2,5714
8298,persona_8298,57,M,Zipa,2,3,1,3394
8299,persona_8299,54,F,Chía,2,2,2,4624
8300,persona_8300,49,F,Zipa,0,4,2,3846
8301,persona_8301,33,F,Zipa,0,1,0,2263
8302,persona_8302,32,F,Bogotá,1,4,2,5765
8303,persona_8303,70,M,Zipa,0,5,1,4827
8304,persona_8304,55,F,Zipa,2,2,2,5679
8305,persona_8305,51,F,Chía,3,3,1,3591
8306,persona_8306,51,F,Cajica,0,3,2,3336
8307,persona_8307,40,M,Tenjo,3,5,1,3608
8308,persona_8308,23,M,Chía,2,3,2,2826
8309,persona_8309,36,F,Tenjo,0,2,0,2847
8310,persona_8310,25,M,Cajica,0,1,0,1779
8311,persona_8311,23,M,Zipa,0,5,2,5413
8312,persona_8312,34,M,Zipa,1,5,2,3142
8313,persona_8313,63,M,Cajica,0,3,1,1517
8314,persona_8314,68,M,Chía,0,1,2,1811
8315,persona_8315,29,F,Chía,2,3,2,6106
8316,persona_8316,27,F,Chía,3,3,1,1652
8317,persona_8317,38,M,Chía,3,1,1,2640
8318,persona_8318,68,M,Tenjo,0,4,0,1209
8319,persona_8319,52,M,Tenjo,0,1,2,5775
8320,persona_8320,32,M,Tenjo,2,3,2,5892
8321,persona_8321,20,M,Tenjo,3,1,2,5151
8322,persona_8322,52,M,Cajica,2,0,2,5447
8323,persona_8323,63,M,Cajica,0,3,2,6204
8324,persona_8324,20,M,Cajica,0,2,0,2450
8325,persona_8325,49,M,Bogotá,0,5,0,2780
8326,persona_8326,68,F,Cajica,1,3,0,6144
8327,persona_8327,43,F,Zipa,0,1,0,4826
8328,persona_8328,29,M,Tenjo,2,1,1,1557
8329,persona_8329,36,F,Bogotá,3,4,1,1562
8330,persona_8330,64,M,Chía,0,1,2,1361
8331,persona_8331,33,M,Zipa,0,2,2,1268
8332,persona_8332,28,M,Tenjo,1,1,2,5285
8333,persona_8333,24,M,Tenjo,0,4,0,4701
8334,persona_8334,53,F,Cajica,1,4,2,4121
8335,persona_8335,52,F,Bogotá,2,4,0,6902
8336,persona_8336,24,F,Cajica,0,5,2,4201
8337,persona_8337,47,F,Zipa,3,4,2,4325
8338,persona_8338,26,F,Cajica,3,2,0,1364
8339,persona_8339,42,F,Bogotá,0,4,2,6442
8340,persona_8340,23,F,Cajica,2,1,1,6926
8341,persona_8341,31,F,Chía,2,4,0,960
8342,persona_8342,43,F,Chía,2,0,1,4727
8343,persona_8343,40,M,Bogotá,0,2,2,4521
8344,persona_8344,36,M,Cajica,0,5,0,3217
8345,persona_8345,69,F,Zipa,2,5,2,5442
8346,persona_8346,35,M,Zipa,2,1,1,5820
8347,persona_8347,61,M,Chía,0,0,0,3694
8348,persona_8348,47,F,Zipa,3,3,1,4564
8349,persona_8349,61,F,Bogotá,0,0,0,3781
8350,persona_8350,24,F,Zipa,2,5,0,5148
8351,persona_8351,50,M,Tenjo,3,0,1,1172
8352,persona_8352,30,M,Cajica,2,3,1,4222
8353,persona_8353,40,F,Cajica,2,4,1,6141
8354,persona_8354,27,F,Cajica,0,4,2,3517
8355,persona_8355,44,M,Tenjo,3,3,1,1794
8356,persona_8356,55,M,Bogotá,1,4,0,2720
8357,persona_8357,28,M,Chía,0,2,0,2360
8358,persona_8358,69,F,Chía,1,0,2,5483
8359,persona_8359,65,F,Tenjo,2,4,2,3778
8360,persona_8360,25,M,Tenjo,1,2,1,4155
8361,persona_8361,36,M,Bogotá,0,3,0,1992
8362,persona_8362,40,F,Bogotá,3,1,2,5824
8363,persona_8363,48,M,Bogotá,2,3,0,3758
8364,persona_8364,30,F,Bogotá,0,2,2,5862
8365,persona_8365,27,M,Bogotá,1,0,0,1164
8366,persona_8366,40,M,Zipa,3,3,2,2850
8367,persona_8367,24,F,Zipa,1,4,2,5954
8368,persona_8368,52,F,Chía,2,4,2,2464
8369,persona_8369,61,M,Cajica,0,5,0,905
8370,persona_8370,62,F,Cajica,3,0,1,931
8371,persona_8371,40,M,Tenjo,0,4,0,4057
8372,persona_8372,34,M,Zipa,2,1,0,2947
8373,persona_8373,66,F,Chía,0,0,2,4072
8374,persona_8374,52,F,Cajica,1,0,0,3101
8375,persona_8375,55,M,Bogotá,3,4,1,4712
8376,persona_8376,34,M,Zipa,2,3,0,1458
8377,persona_8377,57,F,Bogotá,0,2,1,6465
8378,persona_8378,63,M,Bogotá,3,5,2,3050
8379,persona_8379,60,F,Zipa,3,5,2,5734
8380,persona_8380,39,F,Cajica,3,0,1,1449
8381,persona_8381,64,F,Bogotá,1,1,2,6603
8382,persona_8382,48,F,Bogotá,2,4,1,3149
8383,persona_8383,40,F,Chía,1,4,0,5758
8384,persona_8384,22,F,Bogotá,2,4,0,1593
8385,persona_8385,68,M,Bogotá,0,1,2,3618
8386,persona_8386,51,F,Tenjo,0,1,0,6216
8387,persona_8387,39,M,Chía,2,5,1,1722
8388,persona_8388,58,F,Cajica,1,5,0,4819
8389,persona_8389,56,M,Cajica,3,1,2,1378
